Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,class,CoinName,Class
SUCR,X11,PoW,4229040.50393462,19800000.0,-0.23348844886354708,-0.901569248627336,0.06190647678324819,3,Sucre,3
SPK,NeoScrypt,PoW,7847417.33355824,21000000.0,-0.17790874162697376,-1.5761093231399241,0.2594972120573181,3,SparksPay,3
WAGE,Quark,PoS,27299680.0,120000000.0,-0.3588995502639504,1.424330805967499,-0.16782952470887016,0,Digiwage,0
GUN,NeoScrypt,PoW,299797953.0,500000000.0,-0.17094591362710546,-1.5764853376026011,0.25936198675879,3,GunCoin,3
IRL,Scrypt,PoW,45483049.3398182,64000000.0,-0.16169579715760482,-1.105549157763181,-0.006074298888534061,3,IrishCoin,3
TROLL,Scrypt,PoW/PoS,591022748.0,900000000.0,-0.3196506987546438,0.980492496467691,-0.588162959224739,0,Trollcoin,0
LCP,Scrypt,PoW/PoS,2504486.227718,4000000.0,-0.33319326467708266,0.9811962983546043,-0.5878955804440503,0,Litecoin Plus,0
MONK,X11,PoS,4407252.0,21000000.0,-0.3582901834736054,1.0043312705891894,-0.18127902978892668,0,Monkey Project,0
PCOIN,X11,PoW,8478104.33969947,23000000.0,-0.233413846192742,-0.901571784631082,0.061904791141152306,3,Pioneer Coin,3
UBTC,SHA-256,PoW,20166000.0,20166000.0,-0.14433243448984578,-1.2857184100072143,0.19739307346541654,3,UnitedBitcoin,3
ITZ,C11,PoW,11916588.09471,23000000.0,-0.1960269455597164,-1.1377726307027765,0.03321154785276959,3,Interzone,3
TPAY,POS 3.0,PoS,20445861.5344251,25000000.0,-0.35244655279039,1.4771493624872227,0.033395426017129595,0,TokenPay,0
MCT,Ethash,PoS,1618033.0,1618033.0,-0.27890649382495164,-0.06821333367858534,0.1542177430793491,0,1717 Masonic Commemorative Token,0
MBC,Scrypt,PoW and PoS,9399342.52839847,30000000.0,-0.2637345200325323,0.24450830581922545,-0.37295526648437316,0,My Big Coin,0
TRTL,CryptoNight,PoW,53139835213.77,1000000000000.0,8.03708971429458,-3.0778366979708123,0.33998190264036693,3,TurtleCoin,3
MUN,SkunkHash,PoW,4818338.98949984,16600000.0,-0.18463952284620722,-2.198686231083064,0.5577964425353021,3,MUNcoin,3
USX,Scrypt,PoW/PoS,234846265.782157,232000000.0,-0.32873807697189306,0.9810163433901389,-0.5879917232564591,0,Unified Society USDEX,0
NBR,CryptoNight,PoW,133932467.774108,336000000.0,0.30298690367004766,-2.298911488046917,0.4328837581767828,3,Niobio Cash,3
SSS,Scrypt,PoW,10000000000.0,10000000000.0,0.03037092698355977,-1.1133896229612994,-0.010206012847922883,3,ShareChain,3
TRF,Dagger,PoW,107325266.027783,100000000.0,-0.16507434390172332,-2.2080259729741174,0.4200112173527093,3,Travelflex,3
KREDS,Lyra2REv2,PoW,643795911.540095,1100000000.0,-0.17593541908387728,-1.1602396041854242,0.18174068835714907,3,KREDS,3
TOKC,X13,PoS,230298925.0,800000000.0,-0.23343075633088486,1.5404416470446138,-0.305867541593156,0,Tokyo Coin,0
BBP,Proof-of-BibleHash,POBh,1772091549.88818,5200000000.0,-0.16779590461200805,3.5953665608115544,11.809417445786263,1,BiblePay,1
LCC,SHA-256 + Hive,PoW + Hive,638382332.208514,840000000.0,-0.3240605329945731,4.5663239139120355,13.115768832847358,1,LitecoinCash,1
FLIP,Scrypt,PoW,12446100.00278,40000000.0,-0.16226960060565526,-1.1055301255263135,-0.006061258760518343,3,BitFlip,3
LOT,Scrypt,PoW,14491014421.0,18406979840.0,0.1448412662861692,-1.1199824812054644,-0.012363936472632151,3,LottoCoin,3
CIF,X11,PoW,211297638.500483,500000000.0,-0.22755426966263473,-0.901945310939518,0.061800047784971064,3,Crypto Improvement Fund,3
SPD,C11,PoW/PoS,11251342.1879021,19340594.0,-0.3666080070267982,0.9489285148340553,-0.548628352612146,0,Stipend,0
POA,Proof-of-Authority,PoA,204479039.0,252460800.0,-0.44355971132515526,2.1369024198197546,13.495257963735188,1,Poa Network,1
PUSHI,X11,PoW/PoS,2167827.1,25000000.0,-0.4040237646772264,1.1851250132610842,-0.5199336120884225,0,Pushi,0
ELP,XEVAN,PoW/PoS,419275.38,60000000.0,-0.27907502172693466,1.5515456015409987,-0.4609658410971379,0,Ellerium,0
VLX,Scrypt,PoS,25570013.1348022,124000000.0,-0.2863262003053345,0.8003057876529319,-0.24925737165821457,0,Velox,0
ONT,VBFT,PoS,650848625.0,1000000000.0,-0.3229150915192352,1.445485569994715,-0.06859576590658327,0,Ontology,0
CLO,Ethash,PoW,247612453.0,6500000000.0,-0.10502248354150746,-1.9791772144645006,0.39683273017695225,3,Callisto Network,3
TUBE,CryptoNight,PoW,80049082.9057215,1000000000.0,0.3070354873199815,-2.299427937754653,0.43285236920887055,3,BitTube,3
PSD,Scrypt,PoW,4070212.1493016,21000000.0,-0.1625066314069821,-1.1055152440167402,-0.006056985479606707,3,Poseidon,3
ADK,IMesh,PoW,25000000.0,25000000.0,-0.15827157905268827,-2.1944483255821305,0.42592014839395353,3,Aidos Kuneen,3
BSX,NIST5,PoW/PoS,13787854.6277781,50000000.0,-0.3625517681711112,1.433683555305665,-0.6673725285646338,0,Bitspace,0
BRIA,Scrypt,PoW/PoS,845637.81347436,3000000.0,-0.33322062262942703,0.9811970943129185,-0.5878949410328735,0,Briacoin,0
IC,Scrypt,PoW/PoS,1182153.5,5000000.0,-0.3332023331794127,0.9811955335318651,-0.5878952053296705,0,Ignition,0
BTL,Equihash,PoW,71355477.0,70000000.0,-0.16319863853750455,-2.0454454474263857,0.40970756354142196,3,Bitrolium,3
MEDIC,Scrypt,PoS,267297676.3125,500000000.0,-0.2807071835790851,0.8000104969431544,-0.24936779209031787,0,MedicCoin,0
ALPS,Lyra2Z,PoW,27340501.6514783,300000000.0,-0.14752092747869236,-2.103373738014431,0.31202190292898635,3,Alpenschillling,3
BITG,Green Protocol,PoS,9803691.3618195,21000000.0,-0.35022284963995487,1.3998427678427152,-0.083774975096768,0,Bitcoin Green,0
DEV,PoS,PoS,21876586.8530324,88000000.0,-0.35170435918414017,1.6240255348861559,-0.11590592709810786,0,Deviant Coin,0
ABJ,Scrypt,PoW/PoS,9880502.37178894,30000000.0,-0.33291882939462736,0.9811759768550863,-0.5879000376787669,0,Abjcoin,0
SEM,Semux BFT consensus,DPoS,1231147.0,100000000.0,3.9208447889828766,3.1244419591018193,-0.3703174321636122,0,Semux,0
FTO,X11,PoW,31801461.1867843,100000000.0,-0.23258302392765745,-0.9016319829802485,0.061891087550257316,3,FuturoCoin,3
CARE,Quark,PoW/PoS,139739596.506702,200000000.0,-0.4026931375593408,1.6050641747978787,-0.5065288250596949,0,Carebit,0
NZL,PoS,PoS,11075254.0929996,80000000.0,-0.3518930490328022,1.6240318767615893,-0.11590165218861453,0,Zealium,0
XMC,CryptoNight,PoW,16016864.0,18400000.0,0.29929470853788914,-2.2986629626161936,0.4329476706419633,3,Monero Classic,3
PROTON,X16R,PoS,4403800.0,45000000.0,-0.3233042397273142,0.6886156532573261,-0.03657199262280386,0,Proton,0
DEAL,Scrypt,PoW/PoS,1404157529.46026,5121951220.0,-0.27978653187461733,0.9771966525192259,-0.5887558530118324,0,iDealCash,0
JUMP,NIST5,PoW,21069346.2522598,21000000.0,-0.19212138064894746,-0.6529922296325605,-0.08553243385722423,3,Jumpcoin,3
INFX,Lyra2RE,PoW,5097689.71077377,26280000.0,-0.1417691944643796,-2.2158313103492255,0.3526228396461739,3,Infinex,3
XBI,XEVAN,PoS/PoW,10904963.0923455,21000000.0,-0.22131437325260128,1.3478808727494689,-0.04325582579182579,0,Bitcoin Incognito,0
KEC,Tribus,PoW,795447.0,18000000.0,-0.13649130453410815,-2.2182839100238283,0.25019492226180673,3,KEYCO,3
HWC,Scrypt,PoS,38706809.466535,26000000.0,-0.28686038840789435,0.8003819565087222,-0.24925450315937697,0,HollyWoodCoin,0
GIN,Lyra2Z,PoW,6986399.70430446,10500000.0,-0.1498218424462721,-2.1031481111138652,0.31205050987680416,3,GINcoin,3
PLTC,CryptoNight,PoW,84300.0,600000518.0,0.3032228908801084,-2.2991156497086083,0.4329095374131671,3,PlatinCoin,3
LOKI,CryptoNight Heavy,PoW,19153632.0,150000000.0,0.5773229783187946,-2.152180413110829,0.37243947821165724,3,Loki,3
NCP,CryptoNight,PoW,41294520017.0,184000000000.0,2.107880200795863,-2.4423482653375306,0.4051220646871428,3,Newton Coin,3
SIC,Scrypt,PoW/PoS,10200000000.0,10200000000.0,-0.136314541988074,0.9731508508375077,-0.5921294534536024,0,Swisscoin,0
XT3,Scrypt,PoS,7630000.0154,44000000.0,-0.2871125110211844,0.8003682656779446,-0.2492452754069167,0,Xt3ch,0
MGD,Jump Consistent Hash,PoW,135862416.039898,168000000.0,-0.14833158059195328,-2.1667561455696966,0.41116894181778074,3,MassGrid,3
VIG,SHA-256D,PoW/PoS,33238183.7225834,100000000.0,-0.3524691732558299,1.7977544403907768,-0.764129188620245,0,TheVig,0
PLURA,CryptoNight,PoW,560085952.404637,1000000000.0,0.3129009615854153,-2.299432951279058,0.4326890078938064,3,PluraCoin,3
EMAR,Scrypt,PoW/PoS,21599339.6728,84000000.0,-0.33239284319882817,0.9811338082683931,-0.5879080696989832,0,EmaratCoin,0
DKD,X15,PoS,30284196.369129,90000000.0,-0.21309862865744458,1.5586274301461116,-0.33366875732181883,0,Dekado,0
LYNX,Scrypt,HPoW,77872059787.8998,92000000000.0,2.2530861529976485,0.09160290570413461,-0.47773405792921625,0,Lynx,0
POSQ,Quark,PoS,2716264.95302831,650000000.0,-0.35544285752183175,1.423918387103175,-0.16786084967745446,0,Poseidon Quark,0
BWS,SHA-256,PoS,57811001.000889,100262205.0,-0.2681170892181669,0.6201202866973309,-0.04581109185238291,0,BitcoinWSpectrum,0
MUSE,DPoS,PoS,18194936.0,18081806.0,1.0129768710765263,2.2479240023815468,-0.06906543539080251,0,Muse,0
XMN,X16R,PoW,8125865.02097646,22075700.0,-0.19860884798924638,-1.2172679914318594,0.20661381354856923,3,Motion,3
PLUS1,HMQ1725,PoW,8645406.16776286,21000000.0,-0.13754803695845078,-2.1513476597437187,0.3556370627106187,3,PlusOneCoin,3
AXE,X11,PoW,4993030.69736615,21000000.0,-0.23347060724116128,-0.9015701909663626,0.06190612692349677,3,Axe,3
TRVC,X16R,PoW/PoS,36923120.6205934,82546564.0,-0.3683753053634198,0.8693829124378344,-0.3752409159233101,0,Trivechain,0
DTEM,Quark,PoS,7082392.24744494,21000000.0,-0.359848374048904,1.4244081018079227,-0.16781523059531794,0,Dystem,0
GIC,Quark,PoW/PoS,5919489.76813523,5151000.0,-0.4057095073527476,1.6052172883276534,-0.5064686927826066,0,Giant,0
PNY,Scrypt,PoS,1042012.45227735,16880000000.0,-0.1678456995449986,0.7872592653402576,-0.25050385763050226,0,Peony Coin,0
ABS,Lyra2REv2,PoW/PoS,13332617.9413708,52500000.0,-0.3616114506923553,0.9272808879660251,-0.39980671383330757,0,Absolute Coin,0
VITAE,Quark,PoS,66053877.6256106,100000000.0,-0.3585677968161111,1.4243459738817956,-0.16784121537562308,0,Vitae,0
HEX,Scrypt,PoW,1416663.06600024,22105263.0,-0.1625312195850096,-1.1055160768974717,-0.006056165222074906,3,HexCoin,3
TPC,Scrypt,PoW/PoS,5403802.49590733,1000000000.0,-0.32609737762311075,0.9804207493720613,-0.587971156138714,0,TPCash,0
WEBC,CryptoNight-V7,PoW,15580199.3087496,1750000000.0,-0.11843014088896242,-2.128787590264319,0.3850215759913978,3,Webchain,3
RYO,Cryptonight-GPU,PoW,4890897.0,88188888.0,-0.14029581962730217,-2.1670301447661497,0.532475636438377,3,Ryo,3
URALS,XEVAN,PoW,14746153.0962884,210000000.0,-0.10728964995301342,-0.5352696323285706,0.1208584509390671,3,Urals Coin,3
QWC,CryptoNight Heavy,PoW,99553110528.8022,184470000000.0,3.1001190355766974,-2.2967376276247626,0.32476362037965717,3,Qwertycoin,3
ARE,X11,PoS,19269509.94,55000000.0,-0.35786756477433307,1.0043046418371817,-0.18128663377475265,0,ARENON,0
EUNO,X11,PoW/PoS,30771125.9760867,50000000.0,-0.4034970462990977,1.1851052486962055,-0.5199452182897282,0,EUNO,0
MMO,Scrypt,PoS,107763867.917675,260000000.0,-0.2843578110758561,0.8001990350970539,-0.2492955278907278,0,MMOCoin,0
KETAN,PoS,PoS,9327131.59708692,210000000.0,-0.35099286289102616,1.6239306726985132,-0.11591079280093748,0,Ketan,0
PPAI,SHA-256,PoW,2100000000.0,2100000000.0,-0.1041757989737586,-1.2873595597527925,0.19652952947463645,3,Project Pai,3
XDNA,Keccak,PoW/PoS,4672513.84432375,366000000.0,-0.3356379150205921,0.9148275430749001,-0.4064644080399756,0,XDNA,0
PAXEX,X11,PoS,4504639.0,100000000.0,-0.3577289770451805,1.0042697575465183,-0.18128497912873673,0,PAXEX,0
AZART,X11,PoW,5015881.37315389,25000000.0,-0.23344197276871761,-0.9015733057379554,0.061905819592853316,3,Azart,3
TSC,Scrypt,PoW/PoS,1059954080.43439,18000000000.0,-0.1927021645798946,0.9671729706130526,-0.5896031359822967,0,ThunderStake,0
KCASH,SHA-512,Zero-Knowledge Proof,1000000000.0,1000000000.0,-0.2875975615611495,-0.4441492611482422,-0.12852277005527885,3,Kcash,3
XCG,X16R,PoW,9753753.61515394,100000000.0,-0.1980365661082308,-1.2173286828833805,0.20660742392151188,3,Xchange,3
AAC,ECC 256K1,DPOS,1000000000.0,1000000000.0,-0.3646325503022481,2.948013999137986,15.584940271367337,1,Acute Angle Cloud,1
CRYP,Equihash,PoW,4235111504.0,7600000000.0,-0.058943752795756046,-2.0513520421209317,0.4077266849763854,3,CrypticCoin,3
BTXC,XEVAN,PoS,6787405.18013774,50000000.0,-0.2333335256028325,1.3707564875481537,-0.12231221450543313,0,Bettex coin,0
ACM,Lyra2Z,PoW,13634850.0,84000000.0,-0.14921957837771407,-2.1032054100933135,0.31204274303228635,3,Actinium,3
BSV,SHA-256,PoW,17992514.6469233,21000000.0,-0.14435307979893836,-1.2857190366873634,0.19739375066699388,3,Bitcoin SV,3
BITM,XEVAN,Pos,208515864.367343,70000000000.0,0.6507667580317676,1.4532147867641372,-0.12564332361642983,0,BitMoney,0
JMC,X11,PoS,17209923728.3266,0.0,-0.14820829233629043,1.0041679267798653,-0.1871326652939702,0,Junson Ming Chan Coin,0
FRED,CryptoNight,PoW,1867054873.28397,8080000000.0,0.37905937116751576,-2.304959324618265,0.43171402222073624,3,FREDEnergy,3
HERB,Quark,PoW/PoS,35312185.7437239,54000000.0,-0.4050040823132608,1.6051789458942607,-0.5064823536413995,0,HerbCoin,0
UMO,Blake,PoW,1578281.31341127,105120001.44,-0.15008512400162802,-2.113137415563062,0.35711564049231803,3,Universal Molecule,3
LIT,Blake,PoW,15846721.2482747,25228800.0,-0.15047711483411652,-2.113075358638604,0.35711676773933426,3,Lithium,3
PIRATE,Equihash,PoS,13475920.0,105000000.0,-0.28847016739474995,-0.13957063965552738,0.1665392833704749,3,PirateCash,3
EXO,Exosis,PoW,406091.925,21000000.0,-0.14195220612872714,-2.015236319005447,0.5305228246661086,3,Exosis,3
BLTG,Scrypt,PoW,35284717.173946,120000000.0,-0.16142343482902172,-1.1055926547125436,-0.006075022055435811,3,Block-Logic,3
OWC,Scrypt,PoW/PoS,14777549.3940764,21000000.0,-0.33292279270426456,0.9811829334092445,-0.587901030195267,0,Oduwa,0
BEAM,Equihash,PoW,35687520.0,262800000.0,-0.16226773439842326,-2.045595195396496,0.40970526318271394,3,Beam,3
GALI,Quark,PoW/PoS,18265011.2486006,19035999.0,-0.40546023169572626,1.6052063480688417,-0.5064739339140972,0,Galilel,0
BTH,Equihash,PoW,25150787.5,30886000.0,-0.16404047632995314,-2.0454145094023963,0.40972621664825665,3,Bithereum,3
CSPN,Quark,PoS,1934701.67524713,13370000.0,-0.359965360315199,1.4244140965421928,-0.16781290738519536,0,Crypto Sports,0
CREDIT,Scrypt,PoW/PoS,30825710000.0296,74800000000.0,0.5736443968111872,0.9226357281163015,-0.6039863899023595,0,Credit,0
SLC,QuBit,PoW,12925790.4226959,100000000.0,-0.18438536750906934,-1.5488425608729415,0.20580941552627005,3,SLICE,3
DASHP,X11,PoS,715659.44237941,19700000.0,-0.35834450576393745,1.004332321367536,-0.1812776761481514,0,Dash Platinum,0
NSD,Scrypt,PoW/PoS,20546528.2059957,84000000.0,-0.3324057072910619,0.9811338192639983,-0.5879077114167827,0,Nasdacoin,0
BEET,XEVAN,PoW/PoS,198938144.363399,500000000.0,-0.2735302803600984,1.551200929578575,-0.46106635001667357,0,Beetle Coin,0
TTN,SHA-256D,PoW/PoS,896361168.0,5000000000.0,-0.3071876474026235,1.7939301230485112,-0.7647898720015579,0,Titan Coin,0
AWR,X11,PoW/PoS,15420234.5389336,420000000.0,-0.4010617537867298,1.1848173147246186,-0.5199677030045484,0,Award,0
BLAST,SHA-256,PoW,52293836.6277958,64000000.0,-0.1436291397281145,-1.2857528761608532,0.19737885737733368,3,BLAST,3
XRC,X13,PoW,1170292.5,2100000.0,-0.11707418084282764,-0.3648361439062402,-0.06254445718449751,3,Bitcoin Rhodium,3
GLT,SHA-256,PoW,84613099.9999955,168000000.0,-0.14249700024862735,-1.2858341915609723,0.1973600703983512,3,GlobalToken,3
INSN,X11,PoW/PoS,23775960.3207514,30000000.0,-0.4037242951488617,1.1851208944186957,-0.519941339993713,0,Insane Coin,0
ALX,DPoS,DPoS,1000000000.0,1000000000.0,3.733368652566163,2.946974420897278,-0.10304933846796827,0,ALAX,0
LDOGE,Scrypt,PoW/PoS,15318887081.0146,35000000000.0,0.10203475359409023,0.9537872847489088,-0.5957286984301297,0,LiteDoge,0
SLR,Scrypt,PoW,55565076.3863525,98100000000.0,0.533386573621759,-1.1818833508776232,-0.0134195070127001,3,SolarCoin,3
TRK,X11,PoW/PoS,242574105.22384,0.0,-0.4012635089679369,1.1851419682791022,-0.520013552518336,0,TruckCoin,0
UFO,NeoScrypt,PoW,3824685012.0,4000000000.0,-0.10306516882021191,-1.5792473679872308,0.2579003226386369,3,UFO Coin,3
OC,Scrypt,PoW/PoS,3537150.0,200000000.0,-0.33179123879922745,0.9810436754553801,-0.587910610032032,0,OrangeCoin,0
BLC,Blake,PoW,23356790.1494191,7000000000.0,-0.10094248005214651,-2.1185062257362595,0.3565918812572789,3,BlakeCoin,3
BITS,Scrypt,PoW/PoS,20576532.0,54256119.0,-0.3326161895848457,0.9811569785249189,-0.5879054941502742,0,BitstarCoin,0
NEOS,SHA-256,PoS,4392258.24647793,21000000.0,-0.26933167732515373,0.6201825607919178,-0.04578697708938943,0,NeosCoin,0
HYPER,Scrypt,PoW/PoS,9631199.99309942,0.0,-0.3331345400550418,0.9811993384558583,-0.5878977061812048,0,HyperCoin,0
PINK,X11,PoW/PoS,436353624.490312,500000000.0,-0.3953513477958323,1.1847506278205429,-0.5201169419050562,0,PinkCoin,0
CESC,Scrypt,PoW,780210700.0,1000000000.0,-0.1460831753798053,-1.1062856319962384,-0.006394429719925999,3,Crypto Escudo,3
ADC,Scrypt,PoW/PoS,980732528.97974,10500000000.0,-0.24683627799188723,0.9730135472679305,-0.5890145117298786,0,AudioCoin,0
NKA,SHA-256,PoW/PoS,17939725045.334,190000000.0,-0.0947200053231378,0.8006604882531986,-0.3905582500089532,0,IncaKoin,0
PIGGY,X11,PoW/PoS,494240666.028571,1000000000.0,-0.3910996295638981,1.1843607066284954,-0.5201740857317392,0,Piggy Coin,0
CRW,SHA-256,PoW,22986929.0854247,42000000.0,-0.14414318891100616,-1.2857354401471623,0.19739047835790896,3,Crown Coin,3
GEN,Scrypt,PoW/PoS,60000000.0,15000000.0,-0.3324127615439222,0.9811871329035582,-0.5879159705129211,0,Genstake,0
SMLY,Scrypt,PoW,29583989322.9213,50000000000.0,0.5532164122865327,-1.1447394883310718,-0.01986618226389012,3,SmileyCoin,3
MI,Scrypt,PoW/PoS,404316475.545465,400000000.0,-0.32547643334207405,0.9808837630529766,-0.5880619769341703,0,XiaoMiCoin,0
GRS,Groestl,PoW,73298203.8873662,105000000.0,-0.19979266886363667,-1.2223326949848763,0.07758778848758004,3,Groestlcoin,3
CPC,X11,PoW/PoS,201364327.427503,208000000.0,-0.40029256922053513,1.1849804429628215,-0.520015105246837,0,CapriCoin,0
CLUB,Scrypt,PoW/PoS,103621876.167052,160000000.0,-0.3308518762424343,0.9810737754958642,-0.5879416743152084,0, ClubCoin,0
RADS,PoS,PoS,3821245.74150193,9000000.0,-0.3524849902534496,1.6240872354824223,-0.11589386648813099,0,Radium,0
BTA,Scrypt,PoW,5052555.91981545,5000000.0,-0.16260804940387136,-1.1055027961446195,-0.00605612156362411,3,Bata,3
PAK,Scrypt,PoW,69684455.4387001,182000000.0,-0.16056360472242323,-1.1056412892453606,-0.006091371720209726,3,Pakcoin,3
CRB,X11,Proof of Trust,16901016.6609755,16504333.0,-0.4165403702355029,0.7843267314751213,-0.21443617759142283,0,Creditbit ,0
OK,SHA-256,PoW/PoS,74676064.9488608,105000000.0,-0.31361200640971393,0.8009132553694668,-0.3844722308516278,0,OKCash,0
LSK,DPoS,DPoS,120012140.0,159918400.0,3.7166610733171987,2.9476377269797354,-0.10268695733746425,0,Lisk,0
XHI,Scrypt,PoS,10000244677.7002,10008835635.0,-0.09437586787653927,0.7925049502018696,-0.2533921138610902,0,HiCoin,0
XWC,Scrypt,PoW/PoS,252005564.19257,300000000.0,-0.32804637144639887,0.9809632171177616,-0.5880026551597921,0,WhiteCoin,0
FSC,NeoScrypt,PoW/PoS,1120385.00502,60168145.0,-0.3482602742116285,0.5105585387518718,-0.32234383281606677,0,FriendshipCoin,0
J,Multiple,PoW,3332922.5,2800000.0,-0.12636805361211975,-1.8040273549401469,0.3506052511055977,3,JoinCoin,3
TRI,X13,PoW/PoS,140777.753365,120000.0,-0.28764778823744785,1.7218636977937043,-0.6443843594534442,0,Triangles Coin,0
VOLLAR,Equihash+Scrypt,PoW,100000000.0,2100000000.0,-0.12652654467587948,-2.1982599755523284,0.4936933179986893,3,Vollar,3
EOS,DPoS,DPoS,1020544523.0722,0.0,3.7265308658202003,2.947752839564359,-0.10298144139037474,0,EOS,0
RCC,Ethash,PoW,24487944.0958204,24487944.0,-0.15365251165194757,-1.9741328352432967,0.397393603584935,3,Reality Clash,3
OXY,DPoS,DPoS,1122382283.37,0.0,3.7277752009957457,2.947751775966687,-0.1030160977917946,0,Oxycoin,0
TCH,SHA-256,PoS,1000000000.0,1000000000.0,-0.2502265949237029,0.6194098806875772,-0.04619910821625606,0,TigerCash,0
WAVES,Leased POS,LPoS,100000000.0,100000000.0,-0.4154993538729929,3.2719074260750296,14.67484166883206,1,Waves,1
PART,PoS,PoS,9283137.5558676,8634140.0,-0.35242084600670714,1.6240874633089606,-0.11589569782543449,0,Particl,0
BTT,TRC10,DPoS,989988713439.649,990000000000.0,34.062974611190036,1.220562445334492,-0.9536420895845947,2,BitTorrent,2
NXT,PoS,PoS/LPoS,1000000000.0,1000000000.0,-0.336309089795026,2.0476789037628027,-0.2982604358122936,0,Nxt,0
ZEPH,SHA-256,DPoS,1999999995.3056,2000000000.0,2.4705156853821135,1.3184460300796152,-0.08019055733010823,0,ZEPHYR,0
GAP,Scrypt,PoW/PoS,14931046.1546605,250000000.0,-0.33129757825876516,0.9810046247953246,-0.5879182319172166,0,Gapcoin,0
BDX,CryptoNight,PoW,980222595.0,1400222610.0,0.3208716314908803,-2.2997489658285875,0.4325160591168725,3,Beldex,3
ZEN,Equihash,PoW,7296537.5,21000000.0,-0.16432871386759268,-2.0454066253637304,0.40973303297541425,3,Horizen,3
XBC,Scrypt,PoS,128326.99633965,1000000.0,-0.2875089915544269,0.8004018252548211,-0.24923950230400752,0,BitcoinPlus,0
